COUNTY,CENTER,PHONE,AGES,CAPACITY,CITY,ADDR1,ADDR2,ZIP,Full Address,lon,lat
Middlesex,The Goddard School,732-416-9600,0 to 13,135,Old Bridge,1480 Englishtown Rd,,8857,"1480 Englishtown Rd,Old Bridge, NJ 8857",-74.3562688,40.3768934
Middlesex,Grace Child Care Center,732-442-4199,0 to 13,49,Perth Amboy,600 New Brunswick Ave,,8861,"600 New Brunswick Ave,Perth Amboy, NJ 8861",-74.2842652,40.520741
Middlesex,Helping Hands N.S.,732-225-4432,0 to 6,99,Edison,1059 Amboy Ave,,08837-2800,"1059 Amboy Ave,Edison, NJ 08837-2800",-74.3392956,40.5351847
Monmouth,Teddy Bear Learning Center,732-747-8583,0 to 6,98,Lincroft,11 Middletown-Lincroft Rd,,7738,"11 Middletown-Lincroft Rd,Lincroft, NJ 7738",-74.123718,40.332585
Monmouth,Tiny Treasures Nursery School,732-449-4073,0 to 13,60,Spring Lake,2024 New Bedford Rd,,7762,"2024 New Bedford Rd,Spring Lake, NJ 7762",-74.05567,40.149855
Monmouth,Future Generation Academy,732-615-0400,0 to 13,180,Holmdel,2077 Route 35 N,,7733,"2077 Route 35 N,Holmdel, NJ 7733",-74.1380496,40.4117955
Gloucester,Holding Hands Family Child Care and Play Center,856-467-6811,0 to 13,136,Mullica Hill,138 Tomlin Station Rd,,8062,"138 Tomlin Station Rd,Mullica Hill, NJ 8062",-75.2607064,39.7568682
Gloucester,Kid Academy Learning Center,856-875-1333,0 to 13,110,Williamstown,12 S Main Street,,8094,"12 S Main Street,Williamstown, NJ 8094",-74.99479,39.686265
Gloucester,Kid Academy Learning Center,856-589-4498,0 to 13,138,Sewell,444 Hurffville Crosskeys Rd,,8080,"444 Hurffville Crosskeys Rd,Sewell, NJ 8080",-75.0684774,39.7348046
Mercer,"Crayons Nursery School., Inc.",609-896-1997,0 to 6,60,Lawrenceville,110 Federal City Rd,,8648,"110 Federal City Rd,Lawrenceville, NJ 8648",-74.757206,40.2893079
Hudson,"Oasis Child Care, Inc.",201-217-6630,0 to 6,70,Jersey City,260 Hutton Street,,7307,"260 Hutton Street,Jersey City, NJ 7307",-74.0574637,40.7475994
Hudson,"Ocean Avenue Child Dev. Preschool Center T/A ""Baby World""",201-369-9991,0 to 13,90,Jersey City,491 Ocean Ave,,7305,"491 Ocean Ave,Jersey City, NJ 7305",-74.081078,40.70335
Hudson,Palisade Children Center,201-867-0160,0 to 13,60,Union City,4308 Palisade Ave,,7087,"4308 Palisade Ave,Union City, NJ 7087",-74.021737,40.777231
Hudson,"Palisade Children's Center, Inc.",201-865-7174,0 to 13,86,Union City,413-36th Street,,7087,"413-36th Street,Union City, NJ 7087",-74.027251,40.773668
Hudson,Parkside Pre-School,201-533-0570,0 to 13,160,Jersey City,202-206 Central Ave,,7307,"202-206 Central Ave,Jersey City, NJ 7307",-74.0521079,40.7415726
Hudson,Precious Times Children Center,201-861-3999,0 to 13,39,Guttenberg,336-69th Street,,7093,"336-69th Street,Guttenberg, NJ 7093",-74.009068,40.794746
Hudson,"Pretty Faces, Inc.",201-758-0226,0 to 13,84,West New York,532 - 62nd Street,,7093,"532 - 62nd Street,West New York, NJ 7093",-74.015744,40.79196
Hudson,Precious Learning Center,201-332-7702,0 to 6,45,Jersey City,327-329 Martin Luther King Dr,,7305,"327-329 Martin Luther King Dr,Jersey City, NJ 7305",-74.0801454,40.7101714
Middlesex,John Kenney Child Care Center/Heller Park,732-287-4888,0 to 6,108,Edison,211 Mill Rd,,8837,"211 Mill Rd,Edison, NJ 8837",-74.3689192,40.4956947
Middlesex,Johnson & Johnson Child Development Center,732-524-6455,0 to 13,162,New Brunswick,1 Johnson & Johnson Plaza,,8933,"1 Johnson & Johnson Plaza,New Brunswick, NJ 8933",-90.1818441,35.8741076
Middlesex,The Keith Wold Johnson C C C,732-379-5101,0 to 13,366,Edison,2050 Oak Tree Rd,,8820,"2050 Oak Tree Rd,Edison, NJ 8820",-74.3738113,40.5754647
Middlesex,Ken Shirk Child Care Center,732-287-1131,0 to 13,60,Edison,445 Old Post Rd,,8817,"445 Old Post Rd,Edison, NJ 8817",-74.3824225,40.5142548
Middlesex,Kids Count Child Center,732-723-9416,0 to 13,104,Old Bridge,1308 Englishtown Rd,,8857,"1308 Englishtown Rd,Old Bridge, NJ 8857",-74.3582433,40.3891535
Middlesex,"Kiddie Kingdom Child Care & Learning Center, Inc.",732-398-8898,0 to 6,90,North Brunswick,2190 Rte. 130 N,,8902,"2190 Rte. 130 N,North Brunswick, NJ 8902",-74.486571,40.434792
Middlesex,KinderCare Learning Center #1467,732-613-1886,0 to 13,160,East Brunswick,610 Cranbury Rd,,8816,"610 Cranbury Rd,East Brunswick, NJ 8816",-74.4207579,40.4075954
Middlesex,KinderCare Learning Center,732-360-0155,0 to 13,150,Old Bridge,83 Ferry Rd,,8857,"83 Ferry Rd,Old Bridge, NJ 8857",-74.3171918,40.3837526
Middlesex,Kinder College,732-981-0070,0 to 13,112,Piscataway,1110 Centennial Ave,,8854,"1110 Centennial Ave,Piscataway, NJ 8854",-74.4568142,40.5515893
Middlesex,Kinder Kastle,732-321-5558,0 to 13,180,Metuchen,740 Middlesex Ave,,8840,"740 Middlesex Ave,Metuchen, NJ 8840",-74.3698441,40.5388533
Gloucester,KinderCare Learning Center #643,856-589-5119,0 to 13,92,Sewell,456 Hurffville-Cross Keys Rd,,8080,"456 Hurffville-Cross Keys Rd,Sewell, NJ 8080",-75.0698156,39.735616
Gloucester,"KinderCare Learning Center, Inc. #1263",856-228-5640,0 to 13,135,Sewell,113 Egg Harbor Rd,,8080,"113 Egg Harbor Rd,Sewell, NJ 8080",-75.1003216,39.7817685
Gloucester,"Little Tots Preschool, LLC",856-697-1400,0 to 13,54,Franklinville,2432 Tuckahoe Rd,,8322,"2432 Tuckahoe Rd,Franklinville, NJ 8322",-74.9893204,39.5970438
Gloucester,The Malvern School of Washington Twp.,856-218-2300,0 to 13,135,Sewell,329 Greentree Rd,,8080,"329 Greentree Rd,Sewell, NJ 8080",-75.0806666,39.7486001
Gloucester,Mother's Arms Infant Care Center,856-853-1761,0 to 6,13,Woodbury,682 N Broad Street,,8096,"682 N Broad Street,Woodbury, NJ 8096",-75.1463825,39.846197
Gloucester,Motivating Youth Christian Learning Center and Childcare,856-629-4646,0 to 13,31,Williamstown,1480 N Tuckahoe Rd,,8094,"1480 N Tuckahoe Rd,Williamstown, NJ 8094",-75.02419,39.7042829
Gloucester,"Our First Impressions Child Care and Learning Center, Inc.",856-853-5757,0 to 13,42,Deptford,1450 Clements Bridge Rd #21,,8096,"1450 Clements Bridge Rd #21,Deptford, NJ 8096",-75.1110107,39.8314486
Gloucester,Parents Time Out at Kemble Church,856-845-1627,0 to 6,35,Woodbury,19 S Broad Street,,8096,"19 S Broad Street,Woodbury, NJ 8096",-75.154037,39.837897
Gloucester,Paulsboro HeadStart Center,856-423-7096,0 to 13,50,Paulsboro,901 N Delaware Street,,8066,"901 N Delaware Street,Paulsboro, NJ 8066",-75.2418319,39.8335057
Essex,Sandy Lane Nursery School,973-751-6380,0 to 13,185,Belleville,634 Mill Street,,7109,"634 Mill Street,Belleville, NJ 7109",-74.1742801,40.7909331
Hudson,Precious Moments Childcare Services II,201-451-8287,0 to 6,30,Jersey City,113 Sterling Ave,,7305,"113 Sterling Ave,Jersey City, NJ 7305",-74.093709,40.706269
Hudson,Prodigy Learning and Day Care Center,201-437-7777,0 to 6,100,Bayonne,333 Broadway,,7002,"333 Broadway,Bayonne, NJ 7002",-74.1232267,40.6585434
Hudson,Rainbow Kids Learning Center,201-295-1255,0 to 13,45,North Bergen,9031-39 Barr Pl,,7047,"9031-39 Barr Pl,North Bergen, NJ 7047",-73.9977891,40.8077578
Hudson,River School/Patriot Learning Centers,201-626-8888,0 to 6,175,Jersey City,30 Newport Parkway,,7310,"30 Newport Parkway,Jersey City, NJ 7310",-74.0336023,40.7297299
Hudson,River School-Exchange Place,201-369-7003,0 to 6,110,Jersey City,251 Warren Street,,7302,"251 Warren Street,Jersey City, NJ 7302",-74.0395492,40.7164099
Hudson,Saint Elizabeth Child Care Center,201-795-1443,0 to 6,357,Jersey City,129 Garrison Ave,,7306,"129 Garrison Ave,Jersey City, NJ 7306",-74.068053,40.7332518
Hudson,Small World Academy Daycare Center,201-434-3900,0 to 6,35,Jersey City,740 Bergen Ave,,7306,"740 Bergen Ave,Jersey City, NJ 7306",-74.068417,40.724882
Hudson,"Spanish American Day Care Center, Inc.",201-867-2096,0 to 13,90,Union City,411- 413 44th Street,,7087,"411- 413 44th Street,Union City, NJ 7087",-74.0237331,40.7782852
Middlesex,Kinder Kastle Child Care Learning Center,732-651-0002,0 to 13,180,South River,544 Old Bridge Tpke Rd,,8882,"544 Old Bridge Tpke Rd,South River, NJ 8882",-74.3949225,40.4590121
Middlesex,"The Learning Junction, Inc.",732-750-5002,0 to 6,55,Port Reading,454 Port Reading Ave,,7064,"454 Port Reading Ave,Port Reading, NJ 7064",-74.2530014,40.5656819
Middlesex,"Lil Big Ones, LLC",908-757-2004,0 to 13,66,South Plainfield,134 Durham Ave,Durham Plaza,7080,"134 Durham Ave,South Plainfield, NJ 7080",-74.4176193,40.5592915
Middlesex,Little Genius Academy of Metuchen,732-516-1444,0 to 6,115,Metuchen,342-344 Amboy Ave,,8840,"342-344 Amboy Ave,Metuchen, NJ 8840",-74.3634235,40.5383295
Monmouth,AM2PM Child Care Learning Center,732-264-3200,0 to 13,112,Hazlet,1000 Route 36,,7730,"1000 Route 36,Hazlet, NJ 7730",-74.1740003,40.4360266
Morris,Over The Rainbow Children's Center,973-503-9010,0 to 13,75,East Hanover,1 Barnida Dr,,7936,"1 Barnida Dr,East Hanover, NJ 7936",-74.358497,40.827098
Morris,Parsippany Child Day Care Center,973-334-7286,0 to 13,131,Parsippany,300 Baldwin Rd,,7054,"300 Baldwin Rd,Parsippany, NJ 7054",-74.3951933,40.8685592
Morris,P G Chambers School -- Kids Count Child Care,973-829-8484,0 to 6,50,Cedar Knolls,15 Halko Dr,,7927,"15 Halko Dr,Cedar Knolls, NJ 7927",-74.44669,40.822906
Morris,Pine Brook Jewish Center Nursery School,973-244-1611,0 to 6,69,Montville,174 Change Bridge Rd,,7045,"174 Change Bridge Rd,Montville, NJ 7045",-74.3643864,40.8880582
Essex,Sarah Ward Nursery,973-645-0442,0 to 6,101,Newark,105 Lock Street,,7103,"105 Lock Street,Newark, NJ 7103",-74.1816577,40.742471
Essex,"Shiloh Rainbow Academy, Inc.",973-482-8888,0 to 6,45,Newark,110 Davenport Ave,,7107,"110 Davenport Ave,Newark, NJ 7107",-74.184245,40.774028
Essex,"Shoresh, The Preschool of Temple Ner Tamid",973-338-1500,0 to 13,102,Bloomfield,936 Broad Street,,7003,"936 Broad Street,Bloomfield, NJ 7003",-74.1897712,40.8250783
Essex,Shomrei Emunah Preschool,973-746-5031,0 to 6,72,Montclair,67 Park Street,,7042,"67 Park Street,Montclair, NJ 7042",-74.215531,40.8180825
Essex,South Mountain YMCA Child Care Center,973-762-0860,0 to 13,309,Maplewood,10 W Parker Ave,,7040,"10 W Parker Ave,Maplewood, NJ 7040",-74.2693752,40.7353766
Essex,St. Stephen's Preschool and Child Care Center,973-376-3534,0 to 6,129,Millburn,119 Main Street,,7041,"119 Main Street,Millburn, NJ 7041",-74.3075848,40.7212371
Hudson,Supertots Educational Center,201-433-9900,0 to 13,30,Jersey City,158 Sterling Ave,,7305,"158 Sterling Ave,Jersey City, NJ 7305",-74.091908,40.707281
Hudson,Sweet Dreams Day Care Center II,201-854-9900,0 to 13,88,Guttenberg,7000 Blvd E,,7093,"7000 Blvd E,Guttenberg, NJ 7093",-74.000791,40.790561
Hudson,The Tiny Seed of the Big Future Children Care Center,201-223-6500,0 to 13,52,Union City,118 37th Street,,7087,"118 37th Street,Union City, NJ 7087",-74.0225813,40.7726541
Hudson,Tiny Hearts Childcare & Learning Center,201-246-8444,0 to 13,46,Kearny,198 Midland Ave,,7032,"198 Midland Ave,Kearny, NJ 7032",-74.1402137,40.7682329
Hudson,Union City Day Care,201-348-2754,0 to 13,403,Union City,219 47th Street,,7087,"219 47th Street,Union City, NJ 7087",-74.0193672,40.7795002
Union,The Learning Circle YMCA,908-273-7040,0 to 13,295,Summit,95 Morris Ave,,7901,"95 Morris Ave,Summit, NJ 7901",-74.345833,40.712213
Union,Linda's Pumpkin Patch,732-388-0051,0 to 6,60,Clark,764 Featherbed La,,7066,"764 Featherbed La,Clark, NJ 7066",-74.3235366,40.6239216
Union,The Little Schoolhouse,908-282-4610,0 to 13,120,Elizabeth,102-110 Third Street,,7206,"102-110 Third Street,Elizabeth, NJ 7206",-74.1907599,40.6522857
Union,Little Hearts Learning Center #2,908-755-7555,0 to 13,101,Plainfield,400 Cleveland Ave,,7061,"400 Cleveland Ave,Plainfield, NJ 7061",-74.4195583,40.6174944
Passaic,Papillon Montessori School,973-962-7000,0 to 13,42,Ringwood,One Carletondale Rd,,7456,"One Carletondale Rd,Ringwood, NJ 7456",-74.252432,41.110216
Passaic,Passaic County Community College Child Development Center,973-684-5913,0 to 13,147,Paterson,One College Blvd,,07505-1179,"One College Blvd,Paterson, NJ 07505-1179",-74.1689183,40.9184907
Passaic,Paterson - International Preschool,973-279-9860,0 to 13,94,Paterson,911 E 23rd St/Maria Magda Way,First Floor,7513,"911 E 23rd St/Maria Magda Way,Paterson, NJ 7513",-74.171811,40.9167654
Passaic,Positive Place Preschool,973-427-7777,0 to 13,386,Hawthorne,150 Maitland Ave,,7506,"150 Maitland Ave,Hawthorne, NJ 7506",-74.161334,40.9435318
Sussex,Creative Kid Kare Day Care,973-347-0733,0 to 13,117,Stanhope,7 Lackawanna Dr,,7874,"7 Lackawanna Dr,Stanhope, NJ 7874",-74.717729,40.933617
Sussex,Discovery Years,973-209-2591,0 to 13,62,Hamburg,61 Route 23 N.,,7419,"61 Route 23 N.,Hamburg, NJ 7419",-74.578652,41.158138
Sussex,Discovery Years,973-764-1889,0 to 13,90,Vernon,54 Maple Grange Rd,,7462,"54 Maple Grange Rd,Vernon, NJ 7462",-74.474051,41.221586
Sussex,First Impressions Childcare,973-383-1242,0 to 13,128,Newton,171 High Street,,7860,"171 High Street,Newton, NJ 7860",-74.765281,41.056636
Sussex,The Goddard School,973-726-4110,0 to 13,165,Sparta,107 Main Street,,7871,"107 Main Street,Sparta, NJ 7871",-74.627613,41.042649
Sussex,Great Beginnings Children's Learning Center,973-209-1500,0 to 13,120,Hardyston,3501 Route 94,,7419,"3501 Route 94,Hardyston, NJ 7419",-74.587746,41.1523309
Sussex,Green Apple Academy Preschool and Daycare,973-300-5547,0 to 6,44,Greendell,249 Kennedy Rd,,7839,"249 Kennedy Rd,Greendell, NJ 7839",-74.821026,40.973449
Sussex,"Iliff's Camps & Clinic, LLC",973-383-7231,0 to 13,67,Newton,280 Spring Street,,7860,"280 Spring Street,Newton, NJ 7860",-74.749367,41.0525694
Passaic,Riteway Childcare Center,973-925-9770,0 to 13,30,Paterson,523 E 33rd Street,,7504,"523 E 33rd Street,Paterson, NJ 7504",-74.1441425,40.9062344
Passaic,"The Robin's Nest School, Inc.",973-890-0327,0 to 6,60,Little Falls,61 Main Street,,7424,"61 Main Street,Little Falls, NJ 7424",-74.226883,40.8812693
Passaic,Sha'terra Memorial Pre-School Academy,973-684-9870,0 to 13,30,Paterson,20 Southard Street,,7501,"20 Southard Street,Paterson, NJ 7501",-74.1601948,40.9126637
Union,Little Bears Day Care II,908-688-2251,0 to 13,60,Hillside,422 New York Place,,7205,"422 New York Place,Hillside, NJ 7205",-74.2334687,40.6983326
Union,Neighborhood House Association,908-757-7100,0 to 13,234,Plainfield,644 W 4th Street,,7060,"644 W 4th Street,Plainfield, NJ 7060",-74.4288206,40.6097237
Union,New Providence Presbyterian Church Weekday Baby-sitting,908-790-1919,0 to 6,17,New Providence,1307 Springfield Ave,,7974,"1307 Springfield Ave,New Providence, NJ 7974",-74.4072795,40.7062832
Sussex,Kiddie Academy Child Care Learning Ctr.,973-726-8766,0 to 13,147,Sparta,233 Sparta Ave,,7871,"233 Sparta Ave,Sparta, NJ 7871",-74.66048,41.036869
Sussex,Learn and Play Academy,973-764-8800,0 to 13,44,Highland Lakes,802 Canistear Rd,,7422,"802 Canistear Rd,Highland Lakes, NJ 7422",-74.45552,41.179496
Sussex,Roe's Country Day Care,973-827-5775,0 to 13,30,Ogdensburg,330 Main Street,,7439,"330 Main Street,Ogdensburg, NJ 7439",-74.603455,41.066548
Sussex,Second Home Child Care Center,973-875-9761,0 to 13,75,Wantage,208 Route 519,,7461,"208 Route 519,Wantage, NJ 7461",-74.6963882,41.2112335
Sussex,Stepping Stone School,973-948-7770,0 to 13,29,Frankford,13 Ridge Rd,,7826,"13 Ridge Rd,Frankford, NJ 7826",-74.770178,41.156776
Union,Noah's Ark Country Day School,908-232-0175,0 to 13,76,Westfield,618 Central Ave,,7090,"618 Central Ave,Westfield, NJ 7090",-74.3399169,40.6471431
Union,Overlook Hospital Child Care Center,908-522-5600,0 to 13,150,Summit,41 Upper Overlook Rd,,7901,"41 Upper Overlook Rd,Summit, NJ 7901",-74.3529768,40.7131425
Union,Plainfield High School Teen Parenting Center,908-731-4416,0 to 2½,20,Plainfield,950 Park Ave,,7060,"950 Park Ave,Plainfield, NJ 7060",-74.413301,40.6114376
Passaic,Sonshine Christian Academy Day Nursery,973-279-0012,0 to 13,57,Paterson,385 Park Ave,,7504,"385 Park Ave,Paterson, NJ 7504",-74.1489772,40.9143326
Passaic,Step by Step Day Care,973-278-7600,0 to 13,41,Woodland Park,561-567 Mcbride Ave,,7424,"561-567 Mcbride Ave,Woodland Park, NJ 7424",-74.1968967,40.9050208
Passaic,Straight & Narrow Child Day Care Center,973-345-6000,0 to 13,166,Paterson,396 Straight Street,,7501,"396 Straight Street,Paterson, NJ 7501",-74.1663616,40.910635
Passaic,Straight & Narrow/La Vida Child Care Center TOO,973-279-7067,0 to 6,281,Paterson,116 Jackson Street,,7501,"116 Jackson Street,Paterson, NJ 7501",-74.1699656,40.9086132
Passaic,Tiniest Footprints Early Childhood Center,973-546-8000,0 to 13,99,Clifton,649 Lexington Ave,,7011,"649 Lexington Ave,Clifton, NJ 7011",-74.133796,40.883279
Passaic,Wee Care Child Care Center,973-523-7704,0 to 13,87,Clifton,303 Maplewood Ave,,7013,"303 Maplewood Ave,Clifton, NJ 7013",-74.174351,40.886849
Sussex,Stepping Stones Nursery School and Child Care,973-208-7745,0 to 13,75,Stockholm,2739 Rt. 23,Unit #1,7460,"2739 Rt. 23,Stockholm, NJ 7460",-74.51995,41.088208
Sussex,West Side Child Care Center,973-398-5010,0 to 13,100,Hopatcong,16 Maxim Dr,,7843,"16 Maxim Dr,Hopatcong, NJ 7843",-74.648189,40.948635
Union,Al and Jean's Tiny Tot Academy II,908-755-2444,0 to 6,30,Plainfield,110 Watchung Ave,,7061,"110 Watchung Ave,Plainfield, NJ 7061",-74.421993,40.6200439
Salem,Bright Start Preschool and Child Care,856-678-9292,0 to 13,34,Pennsville,6 Main Street,,8070,"6 Main Street,Pennsville, NJ 8070",-75.521617,39.655015
Union,"Play House Development Center, LLC",908-412-8909,0 to 13,115,Plainfield,1101 S Ave,,7062,"1101 S Ave,Plainfield, NJ 7062",-74.3957483,40.5865333
Union,"The Busy Bee Nursery School, Inc.",732-381-6601,0 to 6,25,Rahway,2153 St Georges Ave,,7065,"2153 St Georges Ave,Rahway, NJ 7065",-74.2790269,40.6218601
Union,Central Presbyterian Church Weekday Nursery,908-273-0484,0 to 6,203,Summit,70 Maple Street,,7901,"70 Maple Street,Summit, NJ 7901",-74.3592476,40.7147084
Union,Chestnut Street Learning Center,908-241-6470,0 to 13,120,Roselle,303-313 Chestnut Street,,7203,"303-313 Chestnut Street,Roselle, NJ 7203",-74.2624619,40.6573404
Union,Christina Nicole Academy,908-245-4788,0 to 13,49,Roselle,1127 Rivington Street,,7203,"1127 Rivington Street,Roselle, NJ 7203",-74.249645,40.647766
Middlesex,KinderCare Learning Center of South Brunswick,732-274-1435,0 to 13,128,South Brunswick,15 Stouts Lane,,8852,"15 Stouts Lane,South Brunswick, NJ 8852",-74.5685465,40.3848872
Ocean,Hilltop Nursery School,732-657-6676,0 to 13,244,Toms River,1917 Route 37 West,,8757,"1917 Route 37 West,Toms River, NJ 8757",-74.276703,39.9944119
Ocean,The Honey Tree,732-914-2273,0 to 13,80,Toms River,1012 Coxcro Rd,,8755,"1012 Coxcro Rd,Toms River, NJ 8755",-74.2232218,40.0303685
Ocean,The Honey Tree of Ocean County,732-295-0090,0 to 13,43,Point Pleasant,818 Beaver Dam Rd,,8742,"818 Beaver Dam Rd,Point Pleasant, NJ 8742",-74.0685846,40.0794294
Ocean,Kangaroo Kourt Preschool & Day Care,609-294-1802,0 to 13,60,Tuckerton,249 N Green Street,,8087,"249 N Green Street,Tuckerton, NJ 8087",-74.3405727,39.607636
Ocean,KinderCare Learning Center #914,732-929-3010,0 to 13,99,Toms River,915 Hazelwood Rd,,8753,"915 Hazelwood Rd,Toms River, NJ 8753",-74.1359881,39.9746259
Ocean,Kinder University II Jackson,732-928-6888,0 to 13,91,Jackson,630 Bennetts Mills,,8527,"630 Bennetts Mills,Jackson, NJ 8527",-74.293188,40.124052
Ocean,KinderCare Learning Center,732-961-1500,0 to 13,120,Jackson,10 S New Prospect Rd,,8527,"10 S New Prospect Rd,Jackson, NJ 8527",-74.2668218,40.1400939
Ocean,Lil Sprouts,732-886-0668,0 to 6,62,Toms River,2119 Whitesville Rd,,8755,"2119 Whitesville Rd,Toms River, NJ 8755",-74.2429806,40.0390659
Morris,Magic Kingdom Day Nursery,973-966-9762,0 to 6,90,Florham Park,88 Brooklake Rd,,7932,"88 Brooklake Rd,Florham Park, NJ 7932",-74.3844108,40.7578175
Salem,"Building Blocks Learning Center, LLC",856-358-2044,0 to 13,39,Pittsgrove,219 Harding Hwy,,8318,"219 Harding Hwy,Pittsgrove, NJ 8318",-75.122762,39.594502
Salem,Grammy Land,856-769-3966,0 to 13,23,Pilesgrove,1139b Route 40,,8098,"1139b Route 40,Pilesgrove, NJ 8098",-75.314081,39.650806
Salem,Little World Cooperative Nursery School,856-678-9624,0 to 13,57,Pennsville,S. Broadway & Church Streets,Trinity United Methodist Churc,8070,"S. Broadway & Church Streets,Pennsville, NJ 8070",-104.987441,39.6895294
Salem,Remsterville Learning Center,856-935-8438,0 to 13,60,Salem,485 Route 45,,8079,"485 Route 45,Salem, NJ 8079",-75.425202,39.600395
Salem,Sugar & Spice Preschool Day Care Center,856-935-7259,0 to 13,31,Hancocks Bridge,82 Main Street,,8038,"82 Main Street,Hancocks Bridge, NJ 8038",-75.459821,39.503729
Salem,"The Woodstown Pre-School Academy, Inc.",856-769-0020,0 to 13,60,Pilesgrove,343 Lincoln Rd & Route 45,,8098,"343 Lincoln Rd & Route 45,Pilesgrove, NJ 8098",-86.519204,35.017075
Essex,A Pleasant Day Nursery School,973-228-5235,0 to 6,99,Caldwell,8 Academy Road,,7006,"8 Academy Road,Caldwell, NJ 7006",-74.2806872,40.8415602
